PM25h,HUM,TEMP,CO,CO2,PM10p,NO,NO2,PM10h,PM25p
36,48.7,14.7,1,475,139,0.014,0.007,59,33
27,48.9,14.9,1,478,134,0.062,0.041,66,40
30,49,15.1,1.1,498,131,0.067,0.042,59,39
35,49,14.7,1,459,132,0.04,0.041,66,33
36,50.4,14.8,1.1,479,135,0.053,0.04,61,40
36,49.2,15.1,1.1,484,127,0.053,0.04,61,38
29,48.8,15.3,1.1,488,131,0.071,0.041,66,34
33,47.8,15.4,1.1,492,105,0.045,0.038,67,27
34,50.5,14.2,0.9,437,108,0.012,0.033,58,20
28,50.8,14.5,1,479,115,0.039,0.037,59,15
28,50.6,14.5,0.9,459,112,0.017,0.034,55,17
28,50,14.6,0.9,469,116,0.029,0.036,56,15
21,52,14.2,1,454,119,0.034,0.039,59,11
27,50.2,14.6,1,465,116,0.051,0.037,52,9
23,50.4,14.5,1,452,123,0.036,0.037,53,9
20,51.9,14.2,0.9,447,118,0.025,0.036,50,17
15,50.6,14.6,1,467,110,0.061,0.041,58,15
16,51.4,14.5,1,457,113,0.032,0.036,54,6
19,50.3,14.8,1,459,110,0.038,0.04,53,10
16,50.5,14.9,1.1,466,127,0.057,0.042,47,20
21,50.2,14.7,1,451,124,0.036,0.039,44,15
21,50.8,14.6,1.2,467,117,0.07,0.043,46,18
21,51.8,14.4,1.1,458,115,0.047,0.041,39,13
27,50.5,14.5,1.1,461,108,0.05,0.041,39,17
20,51.9,14.4,1,450,114,0.036,0.04,36,24
21,50.9,14.8,1.1,467,106,0.05,0.037,43,14
24,52.8,14.1,1.1,459,99,0.042,0.04,39,18
21,55.2,13.5,1,456,94,0.032,0.039,39,15
28,54.6,13.6,1.1,458,105,0.046,0.039,39,19
22,56.1,13,1,446,111,0.036,0.039,37,15
20,58.2,12.6,1,443,107,0.018,0.037,34,24
14,55.4,13.6,1.1,475,93,0.049,0.035,40,30
6,55.2,12.7,0.9,437,90,0.013,0.034,50,33
12,58.9,12.4,0.9,441,79,0.017,0.034,46,27
11,60.6,12,1,444,74,0.029,0.037,46,34
13,61.4,11.8,1,441,72,0.012,0.034,46,35
23,62.2,11.7,0.9,439,61,0.006,0.032,45,31
19,63,11.5,0.9,436,59,0.004,0.029,45,39
17,63.7,11.5,0.9,443,56,0.007,0.032,47,27
19,64.1,11.4,0.9,439,62,0.002,0.029,44,28
20,64.5,11.4,0.9,439,48,0.002,0.028,38,17
18,64.7,11.3,0.9,438,37,0.002,0.028,39,24
13,64.8,11.3,0.9,442,30,0.004,0.03,36,13
21,64.9,11.3,0.9,443,31,0.005,0.031,27,1
26,65.2,11.3,0.9,440,20,0.003,0.029,15,1
27,65.4,11.2,0.9,440,20,0.001,0.028,17,1
27,65.6,11.2,0.9,438,20,0.001,0.028,20,2
19,65.4,11.2,0.9,438,23,0.003,0.027,19,1
18,65.8,11.1,0.8,434,24,0.004,0.027,21,2
16,66.3,11.1,0.8,428,28,0.002,0.022,15,2
21,66.8,11,0.8,427,26,0.001,0.02,16,2
23,67.3,10.9,0.7,426,23,0.001,0.016,21,2
19,67.4,10.9,0.8,426,28,0.001,0.017,18,1
19,67.2,10.9,0.8,430,24,0.001,0.019,21,1
26,67,10.9,0.7,427,25,0.001,0.018,18,2
19,66.9,10.9,0.8,428,23,0.001,0.021,26,13
12,67,10.9,0.8,428,16,0.002,0.018,39,24
7,67.5,10.8,0.8,428,23,0.002,0.016,38,29
9,67.7,10.8,0.8,429,26,0.001,0.017,38,29
12,67.8,10.8,0.7,430,35,0.001,0.018,40,32
8,67.8,10.9,0.7,432,33,0.002,0.02,37,29
11,68,10.8,0.8,434,30,0.008,0.027,39,34
10,67.7,10.9,0.8,433,38,0.011,0.028,40,33
3,67.6,10.9,0.7,430,39,0.004,0.025,39,30
4,67.8,10.8,0.8,430,34,0.002,0.021,36,23
8,68.1,10.8,0.8,431,36,0.001,0.018,36,30
7,68.1,10.8,0.8,433,41,0.002,0.02,41,27
15,68.5,10.8,0.8,433,24,0.004,0.025,46,17
28,68.9,10.7,0.8,433,28,0.002,0.024,45,18
33,69,10.6,0.8,433,16,0.001,0.023,39,13
29,69,10.6,0.7,430,10,0.002,0.023,42,9
31,69.4,10.5,0.7,427,2,0.001,0.018,41,9
32,69.7,10.5,0.7,426,2,0.001,0.019,40,12
30,69.8,10.5,0.7,428,2,0.001,0.02,34,7
30,69.6,10.6,0.7,429,2,0.002,0.022,37,7
35,69.7,10.6,0.7,428,1,0.002,0.017,36,10
29,69.4,10.6,0.7,429,2,0.002,0.02,35,13
28,69.7,10.6,0.7,431,1,0.002,0.023,39,11
28,70,10.6,0.7,429,1,0.002,0.019,38,12
26,70,10.6,0.7,428,10,0.001,0.017,29,13
32,69.5,10.7,0.7,431,26,0.001,0.018,19,6
34,69.4,10.7,0.8,433,22,0.001,0.021,24,2
35,69.4,10.7,0.7,437,19,0.002,0.024,17,5
33,69.3,10.7,0.8,437,30,0.002,0.024,10,15
37,69.3,10.7,0.7,437,30,0.001,0.024,16,7
35,69.4,10.7,0.7,440,30,0.005,0.025,18,6
27,69.5,10.7,0.8,439,25,0.001,0.023,17,12
29,69.5,10.7,0.7,439,20,0.004,0.025,16,12
36,69.8,10.6,0.8,448,31,0.036,0.029,20,12
37,69.9,10.6,0.9,454,30,0.046,0.03,22,7
36,70,10.6,0.8,451,27,0.032,0.03,19,10
41,70.2,10.6,0.8,451,34,0.012,0.028,16,19
23,69.8,10.7,1,460,39,0.021,0.026,4,30
19,69.7,10.7,1,466,43,0.026,0.028,4,31
20,69.7,10.7,1,466,37,0.026,0.029,9,26
25,70.8,10.5,0.8,453,50,0.011,0.026,9,26
8,63.2,12,1.1,485,41,0.112,0.036,23,7
21,64.8,11.7,1.2,487,47,0.112,0.037,19,10
23,60.7,12.9,1.1,500,60,0.121,0.036,27,4
20,58.9,13.2,1.2,500,72,0.144,0.038,32,8
19,59.1,13.1,1.1,496,67,0.142,0.04,33,12
23,58.4,13.7,1.3,528,76,0.174,0.04,37,15
21,57.4,14,1.2,517,83,0.165,0.037,40,17
20,56.8,14.2,1.2,522,85,0.163,0.036,35,13
22,59.1,13.7,1.3,504,100,0.156,0.041,37,13
19,58.3,13.9,1.2,504,99,0.128,0.038,41,24
20,59.2,13.9,1.2,512,118,0.121,0.036,51,32
25,59.3,13.9,1.2,509,167,0.12,0.038,59,32
23,59.7,13.8,1.2,513,183,0.119,0.036,60,35
14,60.5,13.8,1.1,510,185,0.105,0.037,61,38
22,59.6,13.9,1.3,521,189,0.112,0.035,62,45
24,62.6,13.3,1.2,507,190,0.1,0.036,64,43
17,61.2,13.8,1.2,533,202,0.108,0.035,68,40
18,58.1,14.3,1.3,542,213,0.111,0.036,74,44
24,61.7,13.7,1.4,542,207,0.127,0.039,72,42
24,59.3,14.1,1.3,556,219,0.12,0.036,81,50
21,59.1,14.3,1.3,563,222,0.118,0.036,77,54
24,59.6,14.2,1.4,566,233,0.138,0.04,81,45
32,58.1,14.8,1.4,606,230,0.143,0.037,82,43
36,57.5,15,1.4,596,201,0.137,0.037,88,44
41,56.9,15,1.4,603,196,0.15,0.039,107,42
48,57,15.1,1.4,606,215,0.129,0.036,118,43
44,56.3,15.1,1.5,615,213,0.115,0.037,117,43
44,56.2,15.4,1.5,633,208,0.123,0.037,117,45
45,56.4,15.6,1.4,654,209,0.113,0.034,120,51
50,53.8,15.8,1.4,641,207,0.11,0.035,127,47
57,54.8,15.3,1.4,584,220,0.103,0.037,127,50
53,55.3,14.9,1.3,600,224,0.098,0.04,118,50
54,55.8,14.9,1.4,577,215,0.115,0.039,132,50
49,54.5,15.7,1.5,663,209,0.112,0.036,137,55
44,54.3,15.6,1.6,600,215,0.106,0.038,134,64
46,52.8,15.4,1.5,591,209,0.117,0.038,127,55
61,56.3,15.4,1.5,619,207,0.105,0.04,103,54
63,53.3,15.8,1.6,621,195,0.131,0.042,97,56
65,52.3,15.9,1.6,633,196,0.111,0.039,102,59
67,52.1,16,1.5,627,198,0.106,0.037,106,59
70,50.8,15.8,1.5,570,195,0.102,0.042,111,63
73,52.7,15.3,1.5,544,199,0.099,0.043,104,64
66,53.3,15.1,1.4,544,194,0.087,0.043,103,64
68,54,14.8,1.4,530,196,0.071,0.043,111,62
63,55.8,14.6,1.3,539,200,0.084,0.042,106,57
70,56.2,14.3,1.3,487,206,0.069,0.043,102,60
75,55.6,14.6,1.4,554,198,0.084,0.042,98,55
80,55.5,14.2,1.3,495,202,0.067,0.044,97,70
81,55.3,14.9,1.5,555,187,0.09,0.039,104,65
83,53.8,15.1,1.4,541,192,0.081,0.04,119,69
79,55.4,15.1,1.4,520,201,0.081,0.041,110,69
79,50.7,15.4,1.4,531,199,0.076,0.039,110,65
86,52.1,15,1.4,494,212,0.067,0.045,106,60
81,51.8,15.3,1.4,523,198,0.075,0.043,110,63
83,50.2,15.4,1.5,514,192,0.078,0.044,110,70
86,49.9,15,1.3,491,191,0.061,0.046,107,76
91,51.8,15.4,1.4,510,190,0.061,0.044,107,67
91,48.4,16.1,1.4,536,183,0.026,0.014,108,63
86,45.1,15.8,1.3,482,190,0.002,0.001,106,62
74,47.8,15.3,1.2,472,190,0.001,0.001,99,62
56,45.8,15.9,1.4,499,203,0.001,0.002,92,70
52,44.6,15.7,1.1,460,190,0.001,0.002,83,64
54,46.7,15.3,1,453,183,0.016,0.032,85,63
53,45.4,15.6,1.1,481,190,0.029,0.04,71,65
43,45.9,16.1,1.1,500,183,0.046,0.042,65,62
42,43,15.9,1.1,462,193,0.03,0.044,66,58
45,43.6,16,1.3,477,194,0.059,0.048,66,51
45,41.4,16,1.2,469,186,0.029,0.045,64,43
49,42.2,15.8,1,457,184,0.01,0.039,60,57
47,39.6,15.8,1.1,453,177,0.016,0.044,50,56
48,41.1,15.6,1.1,449,178,0.018,0.043,52,57
48,40.2,15.8,1,445,192,0.018,0.048,58,43
42,37.9,16,1.1,458,192,0.029,0.043,63,37
41,39.9,15.7,1,442,205,0.015,0.039,71,36
48,39.1,16,1,446,204,0.018,0.047,71,44
48,38.7,16.2,1,459,201,0.024,0.046,73,41
48,38.3,16.4,1.1,453,191,0.018,0.047,76,42
50,38.5,16.2,0.9,439,174,0.004,0.039,72,41
46,40.3,16.5,1.1,463,176,0.018,0.047,71,40
42,39.2,16.8,1.1,477,174,0.011,0.043,71,45
41,37.8,17.1,1.1,483,174,0.011,0.044,69,43
41,37.7,17.2,1,471,180,0.008,0.045,83,43
39,36.7,17.1,1,461,177,0.009,0.045,74,34
41,37.8,16.9,1.1,448,167,0.009,0.048,78,43
50,36.1,16.9,1,451,173,0.009,0.045,86,43
56,36.6,16.5,1,438,175,0.003,0.041,74,51
50,36.8,16.7,1.1,455,172,0.015,0.051,74,39
49,35.6,16.7,1,437,170,0.006,0.041,83,42
58,35.9,17.1,1.1,462,174,0.018,0.042,75,45
57,35.8,17.4,1.1,480,184,0.001,0.001,72,44
54,34.1,17.1,1.1,442,187,0.002,0.002,69,52
60,35.4,17.2,1.3,466,186,0.003,0.01,65,43
53,33.7,17.3,1.1,450,185,0.008,0.047,71,38
57,34.8,17.1,1.1,462,186,0.011,0.05,58,40
55,33.7,17.3,1.2,459,172,0.021,0.052,67,53
54,34.6,17.3,1.3,466,173,0.019,0.047,62,52
57,33.1,17.7,1.3,478,170,0.028,0.058,65,58
48,33.4,17.5,1.1,454,157,0.013,0.048,71,50
48,35.4,17.4,1.2,453,160,0.013,0.048,65,60
54,34.7,17.5,1.2,458,150,0.014,0.049,68,61
43,35.7,17.6,1.1,467,145,0.004,0.046,71,51
42,36.7,17.3,1.1,439,150,0.002,0.038,67,56
41,36.5,17.6,1.2,467,147,0.015,0.047,73,49
43,37.4,17.4,1,456,145,0.002,0.036,79,48
43,37.5,17.4,1.1,441,136,0.011,0.048,71,50
40,37,17.4,1.1,453,141,0.004,0.043,76,54
45,38.6,17.5,1.2,462,146,0.007,0.045,75,41
49,37.1,17.8,1.3,470,160,0.02,0.05,82,32
46,36.9,17.9,1.2,457,156,0.007,0.048,86,29
51,37.2,17.9,1.2,467,155,0.006,0.045,81,24
57,36.6,18.1,1.3,488,141,0.009,0.047,90,20
49,36,18,1.3,472,151,0.013,0.051,84,22
52,35.1,18,1.2,464,155,0.008,0.049,89,27
50,35.2,17.9,1.2,458,151,0.001,0.043,90,20
52,35.3,17.7,1.1,446,145,0.003,0.041,86,23
49,36.1,17.9,1.3,474,147,0.014,0.049,80,26
49,32.1,17.9,1.2,458,153,0.011,0.049,87,28
48,32.2,17.6,1.1,436,150,0.001,0.04,87,26
48,34.2,17.9,1.2,473,143,0.005,0.048,84,33
49,33.2,17.7,1.1,443,112,0.002,0.036,77,42
53,33.7,17.5,1.2,452,97,0.003,0.041,63,52
50,32.3,17.4,1.1,437,101,0.001,0.04,73,57
44,32.6,17.4,1.3,444,107,0.002,0.04,65,58
48,33.4,17.4,1.1,464,114,0.002,0.045,61,55
55,40.3,16.7,1.2,451,122,0.005,0.036,64,59
58,49.5,15.8,1.2,446,124,0.002,0.032,71,60
65,53.3,15.5,1.1,461,136,0.006,0.04,76,63
65,51.1,16.4,1.4,500,140,0.023,0.051,79,70
71,49.8,17,1.4,518,148,0.027,0.049,75,66
66,49.5,16.9,1.5,464,146,0.013,0.048,76,64
65,49.9,16.8,1.5,488,155,0.024,0.05,81,62
63,50.7,16.6,1.5,477,170,0.03,0.054,82,71
68,49.3,17,1.6,518,173,0.045,0.053,81,67
71,50,16.6,1.8,471,172,0.032,0.055,70,66
75,49.9,16.8,1.6,505,175,0.058,0.051,69,68
72,48.3,16.6,1.5,480,163,0.036,0.053,75,69
69,49,16.8,1.6,510,159,0.047,0.052,73,61
66,48.5,16.9,1.6,513,147,0.043,0.053,74,65
61,47.5,17,1.6,517,148,0.045,0.053,76,65
63,46.8,16.9,1.5,493,141,0.042,0.052,73,62
63,46.9,17,1.6,518,137,0.045,0.052,73,61
68,46.2,16.8,1.5,494,139,0.04,0.054,71,62
67,46.2,17,1.6,513,138,0.051,0.052,72,70
66,45.7,16.9,1.6,496,137,0.055,0.053,69,56
59,46,17.1,1.7,530,135,0.088,0.06,84,58
55,45.5,17.3,1.7,552,133,0.061,0.055,88,59
53,44.9,17.6,1.9,581,132,0.085,0.059,90,57
57,43.4,17.7,1.9,566,141,0.094,0.059,94,56
59,43.1,17.6,1.7,560,140,0.084,0.058,100,62
64,43.6,17.5,1.7,554,147,0.075,0.059,101,64
62,45.1,17.4,2,576,141,0.12,0.067,92,56
61,43.6,17.5,1.8,568,153,0.08,0.059,97,55
57,46.1,17.3,1.7,552,150,0.062,0.058,105,59
54,46.2,17.1,1.7,530,152,0.071,0.057,108,67
54,47.5,16.8,1.8,542,152,0.066,0.058,112,59
70,45.2,17.1,1.6,546,150,0.07,0.057,115,59
80,45.7,16.7,1.5,491,148,0.042,0.055,106,53
75,46.9,16.1,1.3,462,157,0.021,0.055,106,52
76,46.1,16.6,1.5,526,162,0.058,0.055,104,50
76,47.3,16.5,1.4,502,165,0.039,0.054,99,54
73,44.6,17,1.4,528,176,0.049,0.055,86,53
62,45.2,16.8,1.5,501,176,0.029,0.053,82,51
65,44.2,17,1.4,521,178,0.04,0.053,91,57
63,44.2,17,1.4,516,175,0.033,0.052,89,56
65,42.8,17.1,1.3,506,177,0.029,0.052,85,51
68,42.9,17.2,1.5,530,180,0.048,0.053,85,44
71,43.2,17,1.5,513,179,0.047,0.056,85,46
53,43,17.1,1.6,515,188,0.053,0.056,84,53
50,42.9,16.7,1.5,494,206,0.038,0.055,84,48
53,44.5,16.7,1.6,509,204,0.034,0.055,76,50
51,43.1,16.9,1.6,512,202,0.043,0.055,90,53
51,43.6,17,1.7,534,196,0.067,0.057,87,47
56,44.4,16.8,1.6,503,187,0.066,0.056,94,52
65,44.5,16.9,1.7,519,183,0.07,0.056,96,48
60,44.8,16.8,1.6,503,183,0.072,0.06,94,44
61,43.8,16.9,1.6,510,185,0.054,0.055,96,46
63,44.3,16.8,1.7,504,181,0.068,0.056,100,50
61,44.7,17,1.9,519,178,0.083,0.055,95,53
63,43.7,17.2,1.8,530,181,0.096,0.058,91,55
62,43.9,17,1.8,516,165,0.103,0.06,95,67
57,45,16.5,1.7,492,156,0.067,0.056,101,79
52,47,16.4,1.6,494,160,0.052,0.055,114,73
54,45.8,16.7,1.8,529,159,0.069,0.052,104,69
51,46.3,16.5,1.7,512,153,0.055,0.053,107,74
46,46.8,16.4,1.8,507,152,0.062,0.055,103,69
49,46.4,16.8,1.7,534,155,0.056,0.049,103,68
52,46.1,16.6,1.8,507,150,0.061,0.054,104,76
51,46.6,16.7,1.8,526,147,0.06,0.051,101,70
46,46.1,17,1.8,534,154,0.067,0.051,96,74
48,46.6,16.7,1.8,523,146,0.064,0.053,98,68
46,47.9,16.6,1.9,521,139,0.072,0.051,97,66
45,47.5,16.8,1.9,538,151,0.07,0.051,96,41
38,47.9,16.7,2,529,153,0.065,0.051,88,30
49,48.9,16.5,2.1,529,144,0.075,0.052,78,41
51,48.9,16.3,2,525,138,0.077,0.051,81,38
49,50.1,16.2,2.1,526,143,0.083,0.051,84,31
53,49.1,16.6,2,544,138,0.083,0.05,91,38
47,50,16.3,2,531,138,0.084,0.052,84,37
47,49.2,16.3,2,526,141,0.077,0.051,79,30
45,50.4,16.2,1.9,514,132,0.072,0.052,81,34
48,49.9,16.4,2,543,121,0.084,0.049,87,32
46,50,16.2,1.9,520,129,0.098,0.054,85,32
42,50.2,16,2.1,521,137,0.138,0.058,84,29
51,50.3,16.1,2.3,542,135,0.176,0.057,77,32
64,50.4,16.2,2.1,538,139,0.157,0.056,69,39
61,49.8,16.4,2.1,535,147,0.132,0.054,67,33
58,50.2,16.4,2,543,154,0.116,0.053,70,36
58,50.9,16.3,2.1,539,154,0.122,0.054,65,41
56,51,16.3,2.1,541,153,0.115,0.051,59,30
58,51.1,16.2,2.1,547,153,0.113,0.052,65,38
55,51.6,15.9,2.2,543,150,0.116,0.055,66,38
60,52.9,15.6,2.1,538,149,0.12,0.054,68,39
60,53.8,15.3,2.2,530,158,0.116,0.055,62,42
59,53.3,15.6,2.2,549,152,0.126,0.053,66,36
67,53.1,15.7,2.3,545,151,0.128,0.055,67,42
59,54,15.5,2.3,546,148,0.13,0.052,66,62
43,52.6,15.2,2.2,542,133,0.127,0.053,66,57
41,54.9,15,2.2,524,116,0.032,0.013,68,58
41,54,15.4,2.3,548,111,0.002,0.002,63,57
43,55.1,15,2,522,103,0.021,0.011,64,56
44,54.6,15.1,2.1,532,106,0.103,0.053,67,61
43,56.2,14.8,2.1,532,103,0.101,0.054,62,56
39,56.8,14.5,2,518,106,0.09,0.053,64,51
37,57.6,14.6,2.1,531,110,0.098,0.051,57,57
44,56.3,14.7,2.1,528,106,0.102,0.053,62,57
43,58,14.1,2,519,109,0.089,0.052,58,59
35,59.2,14,2.1,520,103,0.093,0.051,57,55
42,56.5,14.7,2.1,534,95,0.107,0.047,70,48
47,57.3,14.2,1.9,511,88,0.081,0.05,87,52
45,58.9,13.7,1.8,507,87,0.081,0.052,90,53
47,59.6,13.6,1.8,507,88,0.087,0.053,88,52
48,59.9,13.5,1.9,511,86,0.12,0.053,90,55
45,59.5,13.4,1.7,490,91,0.076,0.052,84,49
43,59.1,13.5,1.7,503,84,0.08,0.053,90,51
54,58.2,13.5,1.9,517,75,0.109,0.053,93,57
54,58.2,13.6,1.8,508,77,0.089,0.05,99,47
46,58.7,13.5,1.8,507,74,0.083,0.05,89,40
37,58.7,13.4,1.7,499,67,0.087,0.051,88,47
47,58.7,13.4,1.6,493,68,0.069,0.05,91,40
43,58.9,13.5,1.7,494,75,0.066,0.05,86,31
43,59.2,13.5,1.6,497,88,0.074,0.049,83,28
46,60.5,13.4,1.8,509,87,0.081,0.048,82,28
42,60.9,13.3,1.8,508,92,0.075,0.048,76,27
42,60.7,13.4,1.8,504,89,0.07,0.046,81,23
50,61.6,13.3,1.8,503,86,0.077,0.047,82,22
53,63.1,13.2,1.8,505,95,0.079,0.046,75,25
48,64.4,13.1,1.7,505,95,0.074,0.044,73,22
50,64.8,13.1,1.8,508,100,0.085,0.043,72,27
43,65.2,13.1,1.7,504,104,0.075,0.043,75,28
56,65.1,13,1.7,500,109,0.063,0.04,75,22
50,65.3,12.9,1.6,499,113,0.061,0.04,68,32
48,65.5,12.8,1.6,496,122,0.058,0.039,65,42
41,65.7,12.8,1.6,495,122,0.056,0.039,67,46
43,65.9,12.7,1.5,493,123,0.054,0.038,69,46
40,65.6,12.7,1.5,491,105,0.052,0.038,76,47
39,65.3,12.7,1.5,490,112,0.053,0.038,72,45
38,64.9,12.7,1.5,486,101,0.048,0.036,68,51
38,64.9,12.6,1.4,481,97,0.041,0.037,69,47
35,65.5,12.4,1.4,481,96,0.041,0.036,63,48
28,65.7,12.4,1.4,482,90,0.042,0.036,62,39
37,65.5,12.5,1.4,483,84,0.044,0.036,69,44
35,65.7,12.4,1.4,487,84,0.056,0.037,66,53
37,65.7,12.4,1.4,485,74,0.053,0.037,70,48
34,65.7,12.3,1.4,482,68,0.045,0.035,67,30
36,65.9,12.3,1.4,484,67,0.045,0.035,50,24
25,65.8,12.3,1.4,482,72,0.044,0.037,45,23
29,65.7,12.2,1.3,478,75,0.039,0.036,46,22
31,66.1,12.2,1.3,482,76,0.044,0.036,41,26
26,66.6,12,1.4,484,82,0.049,0.034,43,23
28,66.9,12,1.4,486,79,0.052,0.035,42,27
34,66.8,12,1.4,486,86,0.05,0.033,51,22
35,66.8,11.9,1.4,484,75,0.049,0.036,50,26
37,67.1,11.8,1.4,485,85,0.05,0.034,40,23
33,67.2,11.8,1.4,489,82,0.052,0.037,50,23
28,67.3,11.9,1.4,493,86,0.052,0.036,49,17
26,67.3,11.9,1.4,494,74,0.064,0.038,50,16
33,66.7,12.1,1.3,496,86,0.071,0.037,67,17
46,66.3,12.2,1.4,499,85,0.074,0.038,68,20
43,66,12.3,1.4,499,85,0.07,0.038,66,17
43,65.3,12.5,1.6,506,78,0.112,0.037,68,20
44,65.2,12.5,1.4,505,86,0.089,0.037,71,21
40,66,12.3,1.4,508,84,0.086,0.038,70,14
33,67.1,12.1,1.4,511,73,0.083,0.04,64,18
39,67.3,12,1.5,511,82,0.083,0.039,65,22
33,65.6,12.8,1.5,523,75,0.115,0.038,70,22
37,59.8,13.8,1.4,515,73,0.108,0.037,67,11
40,62.7,13.3,1.3,501,80,0.076,0.035,63,15
43,59.3,14.3,1.5,520,85,0.111,0.036,68,35
48,58.7,14.5,1.4,528,73,0.112,0.038,61,33
44,61.9,13.7,1.4,507,69,0.073,0.037,57,34
50,59.4,14,1.4,518,81,0.084,0.036,58,39
46,59.7,14.5,1.5,536,96,0.115,0.036,64,37
44,60.1,14.3,1.4,526,87,0.106,0.038,61,40
48,58.8,14.8,1.4,536,98,0.113,0.036,63,45
55,57.4,15,1.5,541,115,0.12,0.036,73,45
53,57.9,14.7,1.5,540,126,0.126,0.034,80,44
53,59.7,14.3,1.5,530,133,0.107,0.036,84,50
52,60.4,14.4,1.6,534,145,0.115,0.034,78,58
50,60.3,14.2,1.5,533,153,0.111,0.035,92,59
62,59.1,14.9,1.5,559,168,0.121,0.034,90,47
66,60.6,14.2,1.6,539,170,0.108,0.039,81,62
65,62.9,13.9,1.6,561,187,0.117,0.035,86,58
66,59.9,14.5,1.6,560,196,0.128,0.038,95,62
66,59.8,14.4,1.6,549,199,0.115,0.036,90,65
71,60.7,14.3,1.6,560,222,0.126,0.04,100,60
65,60.7,14.2,1.6,561,240,0.122,0.039,97,66
64,59.5,15,1.6,586,245,0.128,0.038,97,74
66,56.2,15.7,1.6,609,245,0.13,0.038,101,71
67,55.7,15.6,1.6,580,252,0.125,0.041,105,69
71,55.9,15.7,1.6,598,259,0.144,0.041,110,63
76,55.1,15.6,1.8,575,253,0.132,0.042,108,74
73,55.4,15.5,1.8,587,240,0.126,0.041,114,76
69,55.6,15.7,1.7,588,250,0.118,0.041,119,68
67,54.9,15.8,1.8,599,250,0.117,0.042,120,75
69,55.3,16,1.8,623,247,0.136,0.044,114,71
75,54.7,16.4,1.8,662,248,0.122,0.043,120,69
75,54.2,16.4,1.8,657,238,0.116,0.043,120,72
78,53.8,16.2,1.8,643,225,0.121,0.047,131,66
80,54,16.3,1.9,654,210,0.124,0.044,130,62
80,53,16.1,1.9,613,210,0.117,0.048,122,74
83,54.3,16.1,1.9,655,204,0.112,0.046,121,67
74,53.2,16.2,2,624,203,0.119,0.049,125,72
74,53.5,16.2,2.1,628,202,0.122,0.049,119,69
73,52.7,16.4,2,643,212,0.146,0.051,122,71
61,52.3,16.6,2.1,655,200,0.176,0.055,146,70
65,52.2,16.7,2.1,656,200,0.164,0.052,155,70
67,52.5,16.8,2.1,651,203,0.143,0.05,166,69
62,51.9,17,2.1,673,211,0.161,0.05,162,64
67,51.6,17,2,644,215,0.152,0.05,159,69
71,50.7,17.1,2.1,637,214,0.13,0.052,155,69
69,50.6,17,2.1,626,219,0.141,0.057,159,72
66,50.8,16.9,2.1,605,217,0.144,0.056,161,65
65,50.4,17.1,2.2,616,216,0.152,0.056,161,67
71,49.5,17,2.1,608,215,0.157,0.058,163,70
69,49.2,16.8,2,562,218,0.126,0.059,166,69
66,48.5,16.9,2.1,581,215,0.123,0.055,162,90
74,49.4,16.8,2.1,554,218,0.126,0.056,141,91
77,48.3,17.1,2.2,591,220,0.142,0.054,131,95
73,45.8,17,2,547,223,0.117,0.054,131,92
73,47.1,16.8,1.8,520,205,0.097,0.055,126,100
75,44.7,16.9,1.7,525,206,0.091,0.055,131,98
72,46.3,17,1.6,521,211,0.089,0.053,136,98
69,46.5,17.4,1.9,566,208,0.108,0.051,133,93
70,42,17.4,1.8,539,214,0.091,0.053,139,99
67,42.7,17.1,1.6,489,219,0.071,0.056,131,101
73,41.3,17.3,1.6,515,211,0.085,0.057,120,97
79,42.1,17.6,1.7,535,204,0.074,0.052,130,92
78,40.2,17.6,1.6,525,192,0.063,0.052,133,76
71,37.3,17.5,1.6,498,193,0.05,0.053,130,78
55,38.6,17.2,1.5,475,186,0.044,0.056,136,74
59,39.5,17.7,1.6,517,176,0.064,0.054,124,77
61,39.5,17.7,1.6,503,183,0.075,0.056,127,73
56,37.2,17.7,1.6,492,186,0.054,0.055,125,69
54,38.8,17.7,1.5,497,188,0.05,0.054,118,73
82,32.6,19,1.3,471,70,0.011,0.062,80,21
85,31.7,19.1,1.3,486,77,0.022,0.065,86,28
84,31.8,19.1,1.3,472,88,0.013,0.064,84,34
88,31.1,19.1,1.2,465,100,0.01,0.061,80,36
80,31.2,19.2,1.3,501,110,0.021,0.059,78,34
72,28,19.1,1.1,456,114,0.006,0.054,85,39
81,28.4,19.1,1.2,455,111,0.007,0.055,82,43
83,27.6,19.2,1.3,481,106,0.016,0.056,79,42
82,27.2,19.3,1.2,473,103,0.006,0.051,78,49
78,27.3,19.3,1.3,479,101,0.008,0.055,79,60
81,27.4,19.4,1.3,477,127,0.011,0.06,77,78
84,27.5,19.5,1.3,471,139,0.01,0.058,89,83
80,27,19.6,1.3,486,136,0.017,0.059,96,75
83,26.1,19.3,1.2,452,142,0.008,0.055,84,77
82,27.2,19.4,1.3,473,132,0.009,0.06,87,73
74,26.8,19.4,1.3,470,135,0.006,0.057,89,74
75,27.7,19.5,1.3,469,133,0.011,0.057,86,82
83,28.2,19.6,1.4,474,131,0.016,0.057,84,80
72,28,19.5,1.3,455,125,0.008,0.057,84,80
65,28.8,19.6,1.4,474,133,0.021,0.065,82,77
63,28.7,19.6,1.4,482,128,0.015,0.059,80,73
63,29.6,19.4,1.4,468,132,0.02,0.061,76,63
65,30.3,19.4,1.5,463,107,0.013,0.061,85,43
68,30.5,19.5,1.5,480,100,0.031,0.067,88,34
